Run,Efficiency_Gap,Party 0_Wasted,Party 1_Wasted,Party 2_Wasted,Party 3_Wasted
1010,0.33068299999999995,0.362,0.238,0.036,0.017
1011,0.295859,0.304,0.292,0.036,0.017
1012,0.293795,0.304,0.29,0.036,0.017
1013,0.30005899999999996,0.304,0.296,0.036,0.017
1014,0.30332,0.305,0.298,0.036,0.017
1015,0.33929899999999996,0.367,0.239,0.036,0.017
1016,0.33409099999999997,0.363,0.241,0.036,0.017
1017,0.291371,0.3,0.292,0.036,0.017
1018,0.333731,0.365,0.235,0.036,0.017
1019,0.32751499999999995,0.36,0.238,0.036,0.017
1020,0.303272,0.304,0.299,0.036,0.017
1021,0.313235,0.308,0.304,0.036,0.017
1022,0.295579,0.299,0.297,0.036,0.017
1023,0.30877899999999997,0.306,0.302,0.036,0.017
1024,0.31891600000000003,0.312,0.305,0.036,0.017
1025,0.34658000000000005,0.37,0.243,0.036,0.017
1026,0.31666399999999995,0.311,0.304,0.036,0.017
1027,0.29666,0.299,0.298,0.036,0.017
1028,0.311099,0.309,0.301,0.036,0.017
1029,0.337684,0.366,0.239,0.036,0.017
1030,0.32997099999999996,0.36,0.242,0.036,0.017
1031,0.30000299999999996,0.303,0.297,0.036,0.017
1032,0.337684,0.366,0.239,0.036,0.017
1033,0.33929899999999996,0.367,0.239,0.036,0.017
1034,0.320019,0.312,0.306,0.036,0.017
1035,0.29883999999999994,0.3,0.299,0.036,0.017
1036,0.307736,0.307,0.3,0.036,0.017
1037,0.348211,0.371,0.243,0.036,0.017
1038,0.312104,0.307,0.304,0.036,0.017
1039,0.318868,0.311,0.306,0.036,0.017
1040,0.334891,0.365,0.237,0.036,0.017
1041,0.30107599999999995,0.303,0.298,0.036,0.017
1042,0.306539,0.304,0.302,0.036,0.017
1043,0.293603,0.302,0.292,0.036,0.017
1044,0.309908,0.307,0.302,0.036,0.017
1045,0.309908,0.307,0.302,0.036,0.017
1046,0.33607499999999996,0.365,0.239,0.036,0.017
1047,0.29666,0.299,0.298,0.036,0.017
1048,0.31241899999999995,0.241,0.349,0.036,0.017
1049,0.30552399999999996,0.306,0.299,0.036,0.017
1050,0.33189099999999994,0.362,0.24,0.036,0.017
1051,0.345971,0.37,0.242,0.036,0.017
1052,0.342344,0.367,0.244,0.036,0.017
1053,0.30433099999999996,0.303,0.301,0.036,0.017
1054,0.30000299999999996,0.303,0.297,0.036,0.017
1055,0.297947,0.304,0.294,0.036,0.017
1056,0.320019,0.312,0.306,0.036,0.017
1057,0.308875,0.308,0.3,0.036,0.017
1058,0.34151499999999996,0.368,0.24,0.036,0.017
1059,0.34151499999999996,0.368,0.24,0.036,0.017
1060,0.315515,0.31,0.304,0.036,0.017
1061,0.294584,0.301,0.294,0.036,0.017
1062,0.314372,0.309,0.304,0.036,0.017
1063,0.293475,0.3,0.294,0.036,0.017
1064,0.309876,0.306,0.303,0.036,0.017
1065,0.30665899999999996,0.307,0.299,0.036,0.017
1066,0.29675599999999996,0.302,0.295,0.036,0.017
1067,0.30768799999999996,0.306,0.301,0.036,0.017
1068,0.30000299999999996,0.303,0.297,0.036,0.017
1069,0.290616,0.303,0.288,0.036,0.017
1070,0.319979,0.311,0.307,0.036,0.017
1071,0.303464,0.307,0.296,0.036,0.017
1072,0.31218399999999996,0.309,0.302,0.036,0.017
1073,0.31241899999999995,0.241,0.349,0.036,0.017
1074,0.318868,0.311,0.306,0.036,0.017
1075,0.311003,0.307,0.303,0.036,0.017
1076,0.354979,0.374,0.246,0.036,0.017
1077,0.359156,0.375,0.25,0.036,0.017
1078,0.30000299999999996,0.303,0.297,0.036,0.017
1079,0.30552399999999996,0.306,0.299,0.036,0.017
1080,0.309956,0.308,0.301,0.036,0.017
1081,0.304323,0.302,0.302,0.036,0.017
1082,0.352715,0.373,0.245,0.036,0.017
1083,0.297819,0.302,0.296,0.036,0.017
1084,0.30332,0.305,0.298,0.036,0.017
1085,0.29675599999999996,0.302,0.295,0.036,0.017
1086,0.301028,0.301,0.3,0.036,0.017
1087,0.30665899999999996,0.307,0.299,0.036,0.017
1088,0.313235,0.308,0.304,0.036,0.017
1089,0.34301600000000004,0.37,0.237,0.036,0.017
1090,0.29266,0.303,0.29,0.036,0.017
1091,0.291755,0.304,0.288,0.036,0.017
1092,0.347003,0.371,0.241,0.036,0.017
1093,0.320019,0.312,0.306,0.036,0.017
1094,0.303672,0.309,0.294,0.036,0.017
1095,0.34418,0.37,0.239,0.036,0.017
1096,0.31442,0.31,0.303,0.036,0.017
1097,0.30660299999999996,0.306,0.3,0.036,0.017
1098,0.304395,0.305,0.299,0.036,0.017
1099,0.29883999999999994,0.3,0.299,0.036,0.017
1100,0.328916,0.362,0.235,0.036,0.017
1101,0.316616,0.31,0.305,0.036,0.017
1102,0.32112799999999997,0.312,0.307,0.036,0.017
1103,0.320019,0.312,0.306,0.036,0.017
1104,0.301028,0.301,0.3,0.036,0.017
1105,0.315571,0.311,0.303,0.036,0.017
1106,0.31241899999999995,0.241,0.349,0.036,0.017
1107,0.355604,0.374,0.247,0.036,0.017
1108,0.345971,0.37,0.242,0.036,0.017
1109,0.33250399999999997,0.362,0.241,0.036,0.017
1110,0.311099,0.309,0.301,0.036,0.017
1111,0.34434399999999993,0.369,0.242,0.036,0.017
1112,0.31241899999999995,0.241,0.349,0.036,0.017
1113,0.318836,0.31,0.307,0.036,0.017
1114,0.308819,0.307,0.301,0.036,0.017
1115,0.331683,0.363,0.237,0.036,0.017
1116,0.35623499999999997,0.374,0.248,0.036,0.017
1117,0.295579,0.299,0.297,0.036,0.017
1118,0.290504,0.302,0.289,0.036,0.017
1119,0.293411,0.298,0.296,0.036,0.017
1120,0.30558799999999997,0.307,0.298,0.036,0.017
1121,0.30433099999999996,0.303,0.301,0.036,0.017
1122,0.33347999999999994,0.363,0.24,0.036,0.017
1123,0.30877899999999997,0.306,0.302,0.036,0.017
1124,0.323444,0.314,0.307,0.036,0.017
1125,0.29675599999999996,0.302,0.295,0.036,0.017
1126,0.322243,0.312,0.308,0.036,0.017
1127,0.328772,0.364,0.229,0.036,0.017
1128,0.351699,0.372,0.246,0.036,0.017
1129,0.299931,0.3,0.3,0.036,0.017
1130,0.30000299999999996,0.303,0.297,0.036,0.017
1131,0.34434399999999993,0.369,0.242,0.036,0.017
1132,0.35045899999999996,0.372,0.244,0.036,0.017
1133,0.29667599999999994,0.3,0.297,0.036,0.017
1134,0.31327499999999997,0.309,0.303,0.036,0.017
1135,0.315475,0.309,0.305,0.036,0.017
1136,0.352328,0.372,0.247,0.036,0.017
1137,0.30552399999999996,0.306,0.299,0.036,0.017
1138,0.307736,0.307,0.3,0.036,0.017
1139,0.33650399999999997,0.366,0.237,0.036,0.017
1140,0.334216,0.366,0.233,0.036,0.017
1141,0.308875,0.308,0.3,0.036,0.017
1142,0.31333099999999997,0.31,0.302,0.036,0.017
1143,0.31213599999999997,0.308,0.303,0.036,0.017
1144,0.299939,0.301,0.299,0.036,0.017
1145,0.30107599999999995,0.303,0.298,0.036,0.017
1146,0.33430799999999994,0.365,0.236,0.036,0.017
1147,0.299963,0.302,0.298,0.036,0.017
1148,0.31327499999999997,0.309,0.303,0.036,0.017
1149,0.341723,0.367,0.243,0.036,0.017
1150,0.31241899999999995,0.241,0.349,0.036,0.017
1151,0.309908,0.307,0.302,0.036,0.017
1152,0.31333099999999997,0.31,0.302,0.036,0.017
1153,0.35396299999999997,0.373,0.247,0.036,0.017
1154,0.335684,0.364,0.241,0.036,0.017
1155,0.307736,0.307,0.3,0.036,0.017
1156,0.31776299999999996,0.311,0.305,0.036,0.017
1157,0.295643,0.301,0.295,0.036,0.017
1158,0.32825099999999996,0.363,0.231,0.036,0.017
1159,0.31306399999999995,0.242,0.349,0.036,0.017
1160,0.304395,0.305,0.299,0.036,0.017
1161,0.34495500000000007,0.369,0.243,0.036,0.017
1162,0.31241899999999995,0.241,0.349,0.036,0.017
1163,0.305444,0.304,0.301,0.036,0.017
1164,0.297755,0.3,0.298,0.036,0.017
1165,0.31241899999999995,0.241,0.349,0.036,0.017
1166,0.313235,0.308,0.304,0.036,0.017
1167,0.30332,0.305,0.298,0.036,0.017
1168,0.30768799999999996,0.306,0.301,0.036,0.017
1169,0.34092,0.368,0.239,0.036,0.017
1170,0.294584,0.301,0.294,0.036,0.017
1171,0.30547599999999997,0.305,0.3,0.036,0.017
1172,0.32317099999999993,0.358,0.236,0.036,0.017
1173,0.31772300000000003,0.31,0.306,0.036,0.017
1174,0.293531,0.301,0.293,0.036,0.017
1175,0.308755,0.305,0.303,0.036,0.017
1176,0.326744,0.361,0.234,0.036,0.017
1177,0.30665899999999996,0.307,0.299,0.036,0.017
1178,0.34151499999999996,0.368,0.24,0.036,0.017
1179,0.35751499999999997,0.374,0.25,0.036,0.017
1180,0.319979,0.311,0.307,0.036,0.017
1181,0.320019,0.312,0.306,0.036,0.017
1182,0.333875,0.364,0.238,0.036,0.017
1183,0.292564,0.302,0.291,0.036,0.017
1184,0.292564,0.302,0.291,0.036,0.017
1185,0.299176,0.306,0.293,0.036,0.017
1186,0.32112799999999997,0.312,0.307,0.036,0.017
1187,0.306563,0.305,0.301,0.036,0.017
1188,0.309956,0.308,0.301,0.036,0.017
1189,0.336676,0.365,0.24,0.036,0.017
1190,0.347816,0.37,0.245,0.036,0.017
1191,0.29666,0.298,0.299,0.036,0.017
1192,0.293603,0.302,0.292,0.036,0.017
1193,0.35687199999999997,0.374,0.249,0.036,0.017
1194,0.315515,0.31,0.304,0.036,0.017
1195,0.33949899999999994,0.366,0.242,0.036,0.017
1196,0.305428,0.303,0.302,0.036,0.017
1197,0.318868,0.311,0.306,0.036,0.017
1198,0.34434399999999993,0.369,0.242,0.036,0.017
1199,0.33098,0.364,0.233,0.036,0.017
1200,0.331683,0.363,0.237,0.036,0.017
1201,0.311043,0.308,0.302,0.036,0.017
1202,0.30558799999999997,0.307,0.298,0.036,0.017
1203,0.318868,0.311,0.306,0.036,0.017
1204,0.342116,0.368,0.241,0.036,0.017
1205,0.31218399999999996,0.309,0.302,0.036,0.017
1206,0.30225099999999994,0.305,0.297,0.036,0.017
1207,0.31241899999999995,0.241,0.349,0.036,0.017
1208,0.337283,0.365,0.241,0.036,0.017
1209,0.3429709999999999,0.367,0.245,0.036,0.017
1210,0.34313999999999995,0.369,0.24,0.036,0.017
1211,0.295603,0.3,0.296,0.036,0.017
1212,0.358904,0.376,0.247,0.036,0.017
1213,0.329864,0.364,0.231,0.036,0.017
1214,0.337684,0.366,0.239,0.036,0.017
1215,0.294504,0.299,0.296,0.036,0.017
1216,0.341723,0.367,0.243,0.036,0.017
1217,0.298856,0.301,0.298,0.036,0.017
1218,0.31241899999999995,0.241,0.349,0.036,0.017
1219,0.33092299999999997,0.361,0.241,0.036,0.017
1220,0.32994,0.363,0.234,0.036,0.017
1221,0.29493600000000003,0.305,0.29,0.036,0.017
1222,0.32280799999999993,0.357,0.238,0.036,0.017
1223,0.31666399999999995,0.311,0.304,0.036,0.017
1224,0.30433099999999996,0.303,0.301,0.036,0.017
1225,0.304355,0.304,0.3,0.036,0.017
1226,0.34110799999999997,0.367,0.242,0.036,0.017
1227,0.347003,0.371,0.241,0.036,0.017
1228,0.30000299999999996,0.303,0.297,0.036,0.017
1229,0.312104,0.307,0.304,0.036,0.017
1230,0.312088,0.306,0.305,0.036,0.017
1231,0.323768,0.358,0.237,0.036,0.017
1232,0.31241899999999995,0.241,0.349,0.036,0.017
1233,0.293603,0.302,0.292,0.036,0.017
1234,0.302323,0.306,0.296,0.036,0.017
1235,0.315475,0.309,0.305,0.036,0.017
1236,0.29448799999999997,0.297,0.298,0.036,0.017
1237,0.299963,0.302,0.298,0.036,0.017
1238,0.31241899999999995,0.241,0.349,0.036,0.017
1239,0.29234,0.298,0.295,0.036,0.017
1240,0.308819,0.307,0.301,0.036,0.017
1241,0.325339,0.359,0.237,0.036,0.017
1242,0.311003,0.307,0.303,0.036,0.017
1243,0.301028,0.301,0.3,0.036,0.017
1244,0.33409099999999997,0.363,0.241,0.036,0.017
1245,0.307656,0.305,0.302,0.036,0.017
1246,0.313235,0.308,0.304,0.036,0.017
1247,0.301028,0.301,0.3,0.036,0.017
1248,0.322243,0.312,0.308,0.036,0.017
1249,0.303464,0.307,0.296,0.036,0.017
1250,0.294728,0.303,0.292,0.036,0.017
1251,0.31241899999999995,0.241,0.349,0.036,0.017
1252,0.316616,0.31,0.305,0.036,0.017
1253,0.295859,0.304,0.292,0.036,0.017
1254,0.320019,0.312,0.306,0.036,0.017
1255,0.342116,0.368,0.241,0.036,0.017
1256,0.30323999999999995,0.303,0.3,0.036,0.017
1257,0.29675599999999996,0.302,0.295,0.036,0.017
1258,0.35045899999999996,0.372,0.244,0.036,0.017
1259,0.311043,0.308,0.302,0.036,0.017
1260,0.32258,0.358,0.235,0.036,0.017
1261,0.290504,0.302,0.289,0.036,0.017
1262,0.29884,0.299,0.3,0.036,0.017
1263,0.32909599999999994,0.361,0.238,0.036,0.017
1264,0.31327499999999997,0.309,0.303,0.036,0.017
1265,0.291891,0.305,0.287,0.036,0.017
1266,0.31213599999999997,0.308,0.303,0.036,0.017
1267,0.31218399999999996,0.309,0.302,0.036,0.017
1268,0.291755,0.304,0.288,0.036,0.017
1269,0.30000299999999996,0.303,0.297,0.036,0.017
1270,0.304395,0.305,0.299,0.036,0.017
1271,0.31241899999999995,0.241,0.349,0.036,0.017
1272,0.30768799999999996,0.306,0.301,0.036,0.017
1273,0.30107599999999995,0.303,0.298,0.036,0.017
1274,0.300219,0.306,0.294,0.036,0.017
1275,0.327768,0.362,0.233,0.036,0.017
1276,0.29667599999999994,0.3,0.297,0.036,0.017
1277,0.32117599999999996,0.313,0.306,0.036,0.017
1278,0.34924299999999997,0.372,0.242,0.036,0.017
1279,0.33092299999999997,0.361,0.241,0.036,0.017
1280,0.315475,0.309,0.305,0.036,0.017
1281,0.31241899999999995,0.241,0.349,0.036,0.017
1282,0.315475,0.309,0.305,0.036,0.017
1283,0.34151499999999996,0.368,0.24,0.036,0.017
1284,0.31241899999999995,0.241,0.349,0.036,0.017
1285,0.329348,0.36,0.241,0.036,0.017
1286,0.348824,0.371,0.244,0.036,0.017
1287,0.301028,0.301,0.3,0.036,0.017
1288,0.30104400000000003,0.302,0.299,0.036,0.017
1289,0.33347999999999994,0.363,0.24,0.036,0.017
1290,0.329371,0.363,0.233,0.036,0.017
1291,0.34944299999999995,0.371,0.245,0.036,0.017
1292,0.292564,0.302,0.291,0.036,0.017
1293,0.35296299999999997,0.372,0.248,0.036,0.017
1294,0.34313999999999995,0.369,0.24,0.036,0.017
1295,0.31241899999999995,0.241,0.349,0.036,0.017
1296,0.29884,0.299,0.3,0.036,0.017
1297,0.34151499999999996,0.368,0.24,0.036,0.017
1298,0.29343499999999995,0.299,0.295,0.036,0.017
1299,0.30000299999999996,0.303,0.297,0.036,0.017
1300,0.30877899999999997,0.306,0.302,0.036,0.017
1301,0.342547,0.369,0.239,0.036,0.017
1302,0.33629899999999996,0.364,0.242,0.036,0.017
1303,0.291635,0.303,0.289,0.036,0.017
1304,0.352715,0.373,0.245,0.036,0.017
1305,0.30552399999999996,0.306,0.299,0.036,0.017
1306,0.33692000000000005,0.364,0.243,0.036,0.017
1307,0.293691,0.303,0.291,0.036,0.017
1308,0.320019,0.312,0.306,0.036,0.017
1309,0.32515499999999997,0.36,0.234,0.036,0.017
1310,0.29675599999999996,0.302,0.295,0.036,0.017
1311,0.31097899999999995,0.306,0.304,0.036,0.017
1312,0.29675599999999996,0.302,0.295,0.036,0.017
1313,0.32572,0.315,0.308,0.036,0.017
1314,0.322283,0.313,0.307,0.036,0.017
1315,0.31327499999999997,0.309,0.303,0.036,0.017
1316,0.31306399999999995,0.242,0.349,0.036,0.017
1317,0.293691,0.303,0.291,0.036,0.017
1318,0.33547999999999994,0.365,0.238,0.036,0.017
1319,0.29153100000000004,0.302,0.29,0.036,0.017
1320,0.33870799999999995,0.367,0.238,0.036,0.017
1321,0.316568,0.308,0.307,0.036,0.017
1322,0.340499,0.367,0.241,0.036,0.017
1323,0.302123,0.301,0.301,0.036,0.017
1324,0.29884,0.299,0.3,0.036,0.017
1325,0.33949899999999994,0.366,0.242,0.036,0.017
1326,0.342547,0.369,0.239,0.036,0.017
1327,0.32160399999999995,0.357,0.236,0.036,0.017
1328,0.307736,0.307,0.3,0.036,0.017
1329,0.295643,0.301,0.295,0.036,0.017
1330,0.308819,0.307,0.301,0.036,0.017
1331,0.30552399999999996,0.306,0.299,0.036,0.017
1332,0.33977099999999993,0.365,0.245,0.036,0.017
1333,0.32969899999999996,0.361,0.239,0.036,0.017
1334,0.3461949999999999,0.369,0.245,0.036,0.017
1335,0.315475,0.309,0.305,0.036,0.017
1336,0.319979,0.311,0.307,0.036,0.017
1337,0.31772300000000003,0.31,0.306,0.036,0.017
1338,0.32437099999999996,0.358,0.238,0.036,0.017
1339,0.290616,0.303,0.288,0.036,0.017
1340,0.29248399999999997,0.301,0.292,0.036,0.017
1341,0.32994,0.363,0.234,0.036,0.017
1342,0.33547999999999994,0.365,0.238,0.036,0.017
1343,0.302195,0.304,0.298,0.036,0.017
1344,0.32909599999999994,0.361,0.238,0.036,0.017
1345,0.309908,0.307,0.302,0.036,0.017
1346,0.29667599999999994,0.3,0.297,0.036,0.017
1347,0.30660299999999996,0.306,0.3,0.036,0.017
1348,0.345848,0.368,0.247,0.036,0.017
1349,0.33030799999999993,0.361,0.24,0.036,0.017
1350,0.33607499999999996,0.365,0.239,0.036,0.017
1351,0.30445099999999997,0.306,0.298,0.036,0.017
1352,0.292772,0.304,0.289,0.036,0.017
1353,0.31218399999999996,0.309,0.302,0.036,0.017
1354,0.323396,0.313,0.308,0.036,0.017
1355,0.34272299999999994,0.368,0.242,0.036,0.017
1356,0.322243,0.312,0.308,0.036,0.017
1357,0.31306399999999995,0.242,0.349,0.036,0.017
1358,0.34110799999999997,0.367,0.242,0.036,0.017
1359,0.304395,0.305,0.299,0.036,0.017
1360,0.31241899999999995,0.241,0.349,0.036,0.017
1361,0.295859,0.304,0.292,0.036,0.017
1362,0.31241899999999995,0.241,0.349,0.036,0.017
1363,0.31241899999999995,0.241,0.349,0.036,0.017
1364,0.29666,0.298,0.299,0.036,0.017
1365,0.33141899999999996,0.317,0.311,0.036,0.017
1366,0.352328,0.372,0.247,0.036,0.017
1367,0.29026399999999997,0.299,0.292,0.036,0.017
1368,0.31213599999999997,0.308,0.303,0.036,0.017
1369,0.3078,0.308,0.299,0.036,0.017
1370,0.32691599999999993,0.36,0.237,0.036,0.017
1371,0.31241899999999995,0.241,0.349,0.036,0.017
1372,0.304395,0.305,0.299,0.036,0.017
1373,0.31218399999999996,0.309,0.302,0.036,0.017
1374,0.33189099999999994,0.362,0.24,0.036,0.017
1375,0.295579,0.299,0.297,0.036,0.017
1376,0.29026399999999997,0.299,0.292,0.036,0.017
1377,0.31306399999999995,0.242,0.349,0.036,0.017
1378,0.302155,0.303,0.299,0.036,0.017
1379,0.34011600000000003,0.366,0.243,0.036,0.017
1380,0.299939,0.301,0.299,0.036,0.017
1381,0.303272,0.304,0.299,0.036,0.017
1382,0.342344,0.367,0.244,0.036,0.017
1383,0.320019,0.312,0.306,0.036,0.017
1384,0.315515,0.31,0.304,0.036,0.017
1385,0.34434399999999993,0.369,0.242,0.036,0.017
1386,0.35687199999999997,0.374,0.249,0.036,0.017
1387,0.33409099999999997,0.363,0.241,0.036,0.017
1388,0.30768799999999996,0.306,0.301,0.036,0.017
1389,0.334472,0.364,0.239,0.036,0.017
1390,0.35396299999999997,0.373,0.247,0.036,0.017
1391,0.33547999999999994,0.365,0.238,0.036,0.017
1392,0.302195,0.304,0.298,0.036,0.017
1393,0.30107599999999995,0.303,0.298,0.036,0.017
1394,0.298856,0.301,0.298,0.036,0.017
1395,0.34418,0.37,0.239,0.036,0.017
1396,0.31241899999999995,0.241,0.349,0.036,0.017
1397,0.3398959999999999,0.367,0.24,0.036,0.017
1398,0.30104400000000003,0.302,0.299,0.036,0.017
1399,0.290616,0.303,0.288,0.036,0.017
1400,0.29884,0.299,0.3,0.036,0.017
1401,0.360164,0.376,0.249,0.036,0.017
1402,0.295963,0.305,0.291,0.036,0.017
1403,0.33929899999999996,0.367,0.239,0.036,0.017
1404,0.30660299999999996,0.306,0.3,0.036,0.017
1405,0.33507499999999996,0.364,0.24,0.036,0.017
1406,0.302195,0.304,0.298,0.036,0.017
1407,0.29237199999999997,0.299,0.294,0.036,0.017
1408,0.297755,0.3,0.298,0.036,0.017
1409,0.31241899999999995,0.241,0.349,0.036,0.017
1410,0.355604,0.374,0.247,0.036,0.017
1411,0.345971,0.37,0.242,0.036,0.017
1412,0.29448799999999997,0.298,0.297,0.036,0.017
1413,0.31241899999999995,0.241,0.349,0.036,0.017
1414,0.304355,0.304,0.3,0.036,0.017
1415,0.30332,0.305,0.298,0.036,0.017
1416,0.29234,0.298,0.295,0.036,0.017
1417,0.31241899999999995,0.241,0.349,0.036,0.017
1418,0.31891600000000003,0.312,0.305,0.036,0.017
1419,0.30547599999999997,0.305,0.3,0.036,0.017
1420,0.34458,0.368,0.245,0.036,0.017
1421,0.308819,0.307,0.301,0.036,0.017
1422,0.328916,0.362,0.235,0.036,0.017
1423,0.31666399999999995,0.311,0.304,0.036,0.017
1424,0.326744,0.361,0.234,0.036,0.017
1425,0.32220299999999996,0.357,0.237,0.036,0.017
1426,0.29448799999999997,0.297,0.298,0.036,0.017
1427,0.33592299999999997,0.366,0.236,0.036,0.017
1428,0.342547,0.369,0.239,0.036,0.017
1429,0.337283,0.365,0.241,0.036,0.017
1430,0.33024800000000004,0.316,0.311,0.036,0.017
1431,0.299931,0.3,0.3,0.036,0.017
1432,0.33128399999999997,0.362,0.239,0.036,0.017
1433,0.301188,0.305,0.296,0.036,0.017
1434,0.304355,0.304,0.3,0.036,0.017
1435,0.33430799999999994,0.365,0.236,0.036,0.017
1436,0.31772300000000003,0.31,0.306,0.036,0.017
1437,0.3263229999999999,0.36,0.236,0.036,0.017
1438,0.29464799999999997,0.302,0.293,0.036,0.017
1439,0.33030799999999993,0.361,0.24,0.036,0.017
1440,0.319979,0.311,0.307,0.036,0.017
1441,0.31772300000000003,0.31,0.306,0.036,0.017
1442,0.30107599999999995,0.303,0.298,0.036,0.017
1443,0.312088,0.306,0.305,0.036,0.017
1444,0.33949899999999994,0.366,0.242,0.036,0.017
1445,0.338123,0.367,0.237,0.036,0.017
1446,0.35396299999999997,0.373,0.247,0.036,0.017
1447,0.29026399999999997,0.299,0.292,0.036,0.017
1448,0.352715,0.373,0.245,0.036,0.017
1449,0.290616,0.303,0.288,0.036,0.017
1450,0.325604,0.361,0.232,0.036,0.017
1451,0.315515,0.31,0.304,0.036,0.017
1452,0.348824,0.371,0.244,0.036,0.017
1453,0.306563,0.305,0.301,0.036,0.017
1454,0.334891,0.365,0.237,0.036,0.017
1455,0.325604,0.361,0.232,0.036,0.017
1456,0.313235,0.308,0.304,0.036,0.017
1457,0.31213599999999997,0.308,0.303,0.036,0.017
1458,0.31776299999999996,0.311,0.305,0.036,0.017
1459,0.318868,0.311,0.306,0.036,0.017
1460,0.31241899999999995,0.241,0.349,0.036,0.017
1461,0.3101,0.31,0.299,0.036,0.017
1462,0.291635,0.303,0.289,0.036,0.017
1463,0.30665899999999996,0.307,0.299,0.036,0.017
1464,0.359531,0.376,0.248,0.036,0.017
1465,0.345572,0.369,0.244,0.036,0.017
1466,0.311003,0.307,0.303,0.036,0.017
1467,0.31218399999999996,0.309,0.302,0.036,0.017
1468,0.29493600000000003,0.305,0.29,0.036,0.017
1469,0.30332,0.305,0.298,0.036,0.017
1470,0.29666,0.299,0.298,0.036,0.017
1471,0.29884,0.299,0.3,0.036,0.017
1472,0.36347999999999997,0.378,0.249,0.036,0.017
1473,0.299931,0.3,0.3,0.036,0.017
1474,0.29787499999999995,0.303,0.295,0.036,0.017
1475,0.334379,0.362,0.244,0.036,0.017
1476,0.30665899999999996,0.307,0.299,0.036,0.017
1477,0.32593999999999995,0.359,0.238,0.036,0.017
1478,0.31327499999999997,0.309,0.303,0.036,0.017
1479,0.34151499999999996,0.368,0.24,0.036,0.017
1480,0.309956,0.308,0.301,0.036,0.017
1481,0.30768799999999996,0.306,0.301,0.036,0.017
1482,0.299176,0.306,0.293,0.036,0.017
1483,0.29448799999999997,0.298,0.297,0.036,0.017
1484,0.317699,0.309,0.307,0.036,0.017
1485,0.30323999999999995,0.303,0.3,0.036,0.017
1486,0.309956,0.308,0.301,0.036,0.017
1487,0.31241899999999995,0.241,0.349,0.036,0.017
1488,0.309908,0.307,0.302,0.036,0.017
1489,0.343955,0.368,0.244,0.036,0.017
1490,0.314372,0.309,0.304,0.036,0.017
1491,0.30768799999999996,0.306,0.301,0.036,0.017
1492,0.31241899999999995,0.241,0.349,0.036,0.017
1493,0.30547599999999997,0.305,0.3,0.036,0.017
1494,0.348443,0.37,0.246,0.036,0.017
1495,0.293411,0.298,0.296,0.036,0.017
1496,0.297755,0.3,0.298,0.036,0.017
1497,0.316616,0.31,0.305,0.036,0.017
1498,0.34151499999999996,0.368,0.24,0.036,0.017
1499,0.292772,0.304,0.289,0.036,0.017
1500,0.31434,0.308,0.305,0.036,0.017
